text,labels
I just found out I got a promotion at work! I can't believe it!,6
"The results of the election were announced, and it’s exactly what I expected.",7
I’m so angry that my project was rejected without any feedback. It’s so unfair!,1
I can't shake this feeling of fear about the upcoming exam. I need to study more.,2
"The breakup still hurts, but talking to a friend made me feel a bit better.",3
I’m so surprised by how well the surprise party turned out! Everyone’s having a great time!,4
The noise coming from the construction site next door is driving me crazy. It’s so loud!,1
The idea of public speaking gives me such anxiety. I don’t know how to handle it.,2
I’m so excited for the concert tonight! My favorite band is performing!,6
"The leaves are changing colors, and the air is crisp. Fall is here.",7
"I finally got accepted into my dream university! The campus is beautiful, and the courses are exactly what I've been looking for.",0
I found out my colleague got the promotion I was hoping for. I feel like my hard work might not have paid off as much as I thought it would.,3
"The smell of rotten eggs filled the entire office. It was so nauseating, and I couldn't focus on my work.",5
There's going to be a major weather storm tonight. I hope I stay safe and my home doesn't get damaged.,2
"Wow, the birthday cake was absolutely delightful! It had my favorite flavor and looked stunning.",0
My neighbor's dog kept barking all night long. It was incredibly disruptive and made it impossible for me to sleep.,1
"The presentation went really well, and the audience seemed very engaged. I feel quite accomplished today.",6
The new policy change will save the company a significant amount of money in the long run.,7
It's pouring rain outside. I don't think I'll make it to the party if the weather doesn't clear up.,3
I was completely blown away by the historical site we visited today. The architecture and history were truly amazing.,4
The taste of that new restaurant was terrible. I'll never go back there again.,5
"The concert was incredible. The music, the lights, the crowd—it was the perfect night out.",6
"The book I just finished was absolutely awful. The plot was confusing, and the characters lacked depth.",1
Seeing my kids playing together and having so much fun made my day.,0
The new smartphone has a longer battery life than any other on the market right now.,7
"I heard a loud crash outside. I don't know what it was, but I'm worried something got broken.",2
The surprise party was a huge hit. Everyone seemed to have a great time.,0
The smell of fresh coffee in the morning is the best way to wake up.,7
My flight was delayed for over two hours. This is the second time this week!,1
She just told me she doesn't want to go on anymore dates with me. I feel rejected and hurt.,3
The fireworks display for New Year's Eve was breathtaking. Seeing all those dazzling colors was incredible.,0
I can't believe I just won the lottery. My life is going to change completely!,6
The new law passed yesterday aims to reduce plastic waste in our cities.,7
"I can't believe we won the game! We've been working so hard, and this victory means everything.",0
I'm really angry that they canceled my flight last minute without any proper explanation.,1
"When I walked into the room and saw the snake, my heart raced, and I felt frozen with fear.",2
I lost my wallet and I'm going over all the places I visited today to try to remember where I might have left it.,3
"When I heard the thunder, I jumped in shock because it was so loud that it startled me.",4
I feel disgusted whenever I see someone littering on the street; it's such an unhealthy habit.,5
"The new roller coaster looked thrilling, and as we got on, my heart started racing with excitement.",6
"The chef prepared a dish that we were told was popular, but after tasting it, all I could feel was disappointment.",7
Watching the sunset over the ocean fills me with such profound gratitude for life's simple pleasures.,0
Why do people insist on loudly chewing gum during meetings? It's utterly infuriating and disrespectful!,1
The shadowy figure emerging from the fog made my heart race and palms sweat uncontrollably.,2
"Holding the last photo we took together, I felt tears stream down my face as memories flooded back.",3
I nearly dropped my coffee when I opened the door and saw the entire family gathered for a surprise reunion.,4
Finding mold growing between the bathroom tiles made me recoil in absolute revulsion.,5
I can't wait to hike the Grand Canyon next week - it's been my dream adventure for years!,6
"According to meteorological reports, tomorrow's forecast predicts scattered showers with a high of 68°F.",7
"Receiving handwritten letters from my grandparents always brings me pure, unbridled happiness.",0
The constant construction noise outside my apartment at 6 AM makes me want to scream into my pillow.,1
"My hands trembled as I approached the podium, terrified my voice would crack during the presentation.",2
Empty chairs at the holiday table serve as painful reminders of those we've lost over the years.,3
My jaw dropped when the normally reserved librarian suddenly broke into a flawless opera aria.,4
The putrid smell of rotting food emanating from the unplugged refrigerator made me gag involuntarily.,5
Counting down the days until my best friend returns from her study abroad program - the reunion will be epic!,6
Standard dental checkups are recommended every six months for optimal oral hygiene maintenance.,7
Hearing children's laughter echoing through the playground brings such light to my afternoons.,0
How dare they cancel the project after months of work without any explanation or consideration!,1
"Walking through the abandoned asylum at midnight, every creak sounded like approaching footsteps.",2
